Req. No. | requirement | subject | s-tag | s-ner | s-type | verb | v-tag | vcat | vprocess | object | o-tag | o-ner | o-type | label 
60|The system shall require the Voucher Management Unit (VMU) to create vouchers for selling them to the clients through distributors.|voucher|NN|O|person|sell|NN|0|0|they|PRP|O||-1
60|The system shall require the Voucher Management Unit (VMU) to create vouchers for selling them to the clients through distributors.|system|NN|O|group|shall require|VB|1|0|VMU|NNP|ORGANIZATION||-1
61|Voucher should have the following properties: Project code, Group batch code, Batch number, Voucher number, Security code.|Voucher|NNP|O|person|should have|VB|1|0|property|NN|O|location|-1
61|Voucher should have the following properties: Project code, Group batch code, Batch number, Voucher number, Security code.|Voucher|NNP|O|person|should have|VB|1|0|follow property|NN|O|location|-1
62|The system should capture the master details of every distributor so that the users can get the details of any distributor and sales details at any time.|system|NN|O|group|should capture|VB|1|0|master detail of distributor|NN|O|person|-1
63|Each distributor should have unique code and detailed descriptions such as Name of distributor, Proprietor Name, address, locations and type of business etc.|distributor|NN|O|person|should have|VB|1|0|description|NN|O|communication|-1
63|Each distributor should have unique code and detailed descriptions such as Name of distributor, Proprietor Name, address, locations and type of business etc.|distributor|NN|O|person|should have|VB|1|0|code|NN|O|communication|-1
63|Each distributor should have unique code and detailed descriptions such as Name of distributor, Proprietor Name, address, locations and type of business etc.|distributor|NN|O|person|should have|VB|1|0|unique code|NN|O|communication|-1
64|The system shall capture the details of MSIU Salesman to understand the   performance of each Team or salesman.|system|NN|O|group|shall capture|VB|1|0|detail|NN|O|cognition|-1
64|The system shall capture the details of MSIU Salesman to understand the   performance of each Team or salesman.|system|NN|O|group|shall capture|VB|1|0|detail of MSIU Salesman|NNP|TITLE|cognition|-1
66|The system shall capture Voucher Service Provider (VSP) Master Information which includes VSP Code, Providers Name, Health Sub-District etc.|system|NN|O|group|shall capture|VB|1|0|Voucher Service Provider Master Information|NNP|O|person|-1
67|The system shall have the facility to capture the details of VSP (voucher service provider) staff details and the necessary master information while entering the claim into the system.Information captured includes VSP Name, Staff Code, Staff Name, Staff Type, Qualification.|system|NN|O|group|enter|VBP|0|0|claim|NN|O|communication|-1
67|The system shall have the facility to capture the details of VSP (voucher service provider) staff details and the necessary master information while entering the claim into the system.Information captured includes VSP Name, Staff Code, Staff Name, Staff Type, Qualification.|system|NN|O|group|enter|VBP|0|0|claim into system.information capture|NN|O|communication|-1
67|The system shall have the facility to capture the details of VSP (voucher service provider) staff details and the necessary master information while entering the claim into the system.Information captured includes VSP Name, Staff Code, Staff Name, Staff Type, Qualification.|system|NN|O|group|enter|VBP|0|0|claim into system.information|NN|O|communication|-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|shall enable by|IN|1|0|vsp|NN|O||-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|capture|NN|1|0|follow attribute|NN|O|cognition|-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|shall enable claim submission by|IN|1|0|vsp to MISU field office|NN|O|location|-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|shall enable claim submission by|IN|1|0|vsp|NN|O||-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|shall enable|VB|1|0|claim submission|NN|O|communication|-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|shall enable by|IN|1|0|vsp to MISU field office|NN|O|location|-1
68|The system shall enable claim submission by VSP to MISU field office by capturing the following attributes: VSP Name, Date of submission, No of Mentioned Forms, No of Available Forms, Treatment Form No.|system|NN|O|group|capture|NN|1|0|attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only validate|VBP|1|1|attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|follow attribute|NN|O|cognition|in|IN|1|0|claim form|NN|O|communication|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|validate|NN|1|1|attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only validate|VBP|1|1|follow attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only manually validate|VB|1|0|follow attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|manually validate|VBP|1|1|attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|validate|VB|1|1|follow attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only manually validate|VB|1|0|attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|validate|NN|1|1|attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only validate|VBP|1|1|attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|manually validate|VB|1|1|follow attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only manually validate|VB|1|0|attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|manually validate|VB|1|1|follow attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|attribute in|IN|1|0|claim form|NN|O|communication|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|follow attribute in|IN|1|1|claim form|NN|O|communication|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|system|NN|O|group|shall ensure|VB|1|0|claim entry|NN|O|communication|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only manually validate|VB|1|0|follow attribute|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|manually validate|VBP|1|1|attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|only validate|VBP|1|1|follow attribute in claim form|NN|O|cognition|-1
69|The system shall ensure claim entry only after user manually validates the following attributes in the claim form: Treatment Form No, Claim No., Submitted Date, VSP Name etc.|user|NN|O|person|validate|VB|1|1|follow attribute in claim form|NN|O|cognition|-1
70|If the validation of the claim fails, the status becomes â€˜Rejectedâ€™ and should be sent back to the VSP.|status|NN|O|state|be send back to|TO|1|0|vsp|NN|O||-1
70|If the validation of the claim fails, the status becomes â€˜Rejectedâ€™ and should be sent back to the VSP.|status|NN|O|state|become|VB|0|0|validation fail|VBP|O|act|-1
70|If the validation of the claim fails, the status becomes â€˜Rejectedâ€™ and should be sent back to the VSP.|status|NN|O|state|become|VB|0|0|validation of claim fail|VBP|O|act|-1
71|The system shall provide Voucher Sales return feature, which is used when a distributor is planning to return the vouchers back to the MSIU sales team.|Voucher sale|NN|O|person|return|NN|0|0|feature|NN|O|cognition|-1
